ObstacleID, Description    , Elevation at top of Obstacle (m), Easting NZTM, Northing NZTM, Latitude        , Longitude        , Date Surveyed, Source    , Surveyor
NZRO20134 , RWY-CGL-LIGHT  ,                           294.68,   1887695.29,    5773602.4 , 38 08 22.58025 S, 176 16 57.41408 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20135 , RWY-CGL-LIGHT  ,                           293.67,   1887215.31,    5773633.51, 38 08 22.12279 S, 176 16 37.68301 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20136 , RWY-CGL-LIGHT  ,                           298.02,   1890019.13,    5775605.71, 38 07 15.01297 S, 176 18 29.78974 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20137 , RWY-CGL-LIGHT  ,                           313.81,   1889333.86,    5774442.55, 38 07 53.48094 S, 176 18 03.39020 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20138 , RWY-CGL-LIGHT  ,                           307.32,   1889607.26,    5774821.49, 38 07 40.89091 S, 176 18 14.04804 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20139 , RWY-CGL-LIGHT  ,                           299.51,   1889889.3 ,    5775351.68, 38 07 23.39144 S, 176 18 24.83793 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20140 , RWY-LIGHT      ,                           287.39,   1891319.22,    5778145.07, 38 05 51.25397 S, 176 19 19.36621 E, 24/09/2024   , LiDAR-2024, blackmaps
NZRO20141 , RWY-LIGHT      ,                           286.02,   1890235.56,    5776029.25, 38 07 01.04349 S, 176 18 38.04381 E, 24/09/2024   , LiDAR-2024, blackmaps
NZRO20142 , RWY-LIGHT      ,                           286.3 ,   1890208.22,    5775975.98, 38 07 02.80070 S, 176 18 37.00081 E, 24/09/2024   , LiDAR-2024, blackmaps
NZRO20143 , RWY-LIGHT      ,                           286.63,   1890167.46,    5775929.3 , 38 07 04.35997 S, 176 18 35.39783 E, 24/09/2024   , LiDAR-2024, blackmaps
NZRO20144 , RWY-LIGHT      ,                           286.62,   1890170   ,    5775928.01, 38 07 04.39869 S, 176 18 35.50382 E, 24/09/2024   , LiDAR-2024, blackmaps
NZRO20145 , RWY-LIGHT      ,                           286.63,   1890172.29,    5775926.9 , 38 07 04.43216 S, 176 18 35.59934 E, 24/09/2024   , LiDAR-2024, blackmaps
NZRO20146 , RWY-LIGHT      ,                           286.63,   1890174.72,    5775925.67, 38 07 04.46902 S, 176 18 35.70109 E, 24/09/2024   , LiDAR-2024, blackmaps
NZRO20147 , RWY-LIGHT      ,                           286.62,   1890177.22,    5775924.36, 38 07 04.50860 S, 176 18 35.80543 E, 24/09/2024   , LiDAR-2024, blackmaps
NZRO20148 , RWY-LIGHT      ,                           286.54,   1890180.85,    5775922.52, 38 07 04.56410 S, 176 18 35.95692 E, 24/09/2024   , LiDAR-2024, blackmaps
NZRO20149 , RWY-LIGHT      ,                           286.64,   1890184.68,    5775920.54, 38 07 04.62365 S, 176 18 36.11676 E, 24/09/2024   , LiDAR-2024, blackmaps
NZRO20150 , RWY-LIGHT      ,                           286.64,   1890187.07,    5775919.33, 38 07 04.66017 S, 176 18 36.21674 E, 24/09/2024   , LiDAR-2024, blackmaps
NZRO20151 , RWY-LIGHT      ,                           286.65,   1890189.49,    5775918.15, 38 07 04.69550 S, 176 18 36.31764 E, 24/09/2024   , LiDAR-2024, blackmaps
NZRO20152 , RWY-LIGHT      ,                           286.65,   1890191.84,    5775916.9 , 38 07 04.73324 S, 176 18 36.41570 E, 24/09/2024   , LiDAR-2024, blackmaps
NZRO20153 , RWY-LIGHT      ,                           286.65,   1890194.21,    5775915.63, 38 07 04.77180 S, 176 18 36.51453 E, 24/09/2024   , LiDAR-2024, blackmaps
NZRO20154 , RWY-LIGHT      ,                           285.28,   1890173.22,    5776080.68, 38 06 59.44998 S, 176 18 35.41260 E, 24/09/2024   , LiDAR-2024, blackmaps
NZRO20155 , RWY-LIGHT      ,                           287.64,   1890343.3 ,    5776020.1 , 38 07 01.21553 S, 176 18 42.47445 E, 24/09/2024   , LiDAR-2024, blackmaps
NZRO20156 , RWY-LIGHT      ,                           286.81,   1890157.57,    5775877.11, 38 07 06.06192 S, 176 18 35.06901 E, 24/09/2024   , LiDAR-2024, blackmaps
NZRO20157 , RWY-LIGHT      ,                           286.11,   1891238.16,    5777986.72, 38 05 56.47732 S, 176 19 16.27594 E, 24/09/2024   , LiDAR-2024, blackmaps
NZRO82    , RWY-LIGHT      ,                           286.74,   1891264.77,    5778039.11, 38 05 54.74951 S, 176 19 17.28970 E, 24/09/2024   , LiDAR-2024, blackmaps
NZRO83    , RWY-LIGHT      ,                           287.03,   1891291.17,    5778090.22, 38 05 53.06340 S, 176 19 18.29700 E, 24/09/2024   , LiDAR-2024, blackmaps
NZRO84    , RWY-LIGHT      ,                           287.36,   1891346.93,    5778199.2 , 38 05 49.46876 S, 176 19 20.42223 E, 24/09/2024   , LiDAR-2024, blackmaps
NZRO20158 , SHRUB          ,                           343.37,   1889827.47,    5773590.9 , 38 08 20.49726 S, 176 18 24.87839 E, 24/09/2024   , LiDAR-2024, blackmaps
NZRO20159 , SHRUB          ,                           343.7 ,   1889834.89,    5773578.72, 38 08 20.88315 S, 176 18 25.20052 E, 24/09/2024   , LiDAR-2024, blackmaps
NZRO20160 , SHRUB          ,                           344.91,   1889842.36,    5773564.5 , 38 08 21.33512 S, 176 18 25.52782 E, 24/09/2024   , LiDAR-2024, blackmaps
NZRO20161 , SHRUB          ,                           344.02,   1889851.4 ,    5773577.52, 38 08 20.90293 S, 176 18 25.87965 E, 24/09/2024   , LiDAR-2024, blackmaps
NZRO20162 , SHRUB          ,                           345.45,   1889858.59,    5773567.06, 38 08 21.23340 S, 176 18 26.18959 E, 24/09/2024   , LiDAR-2024, blackmaps
NZRO17    , TOP-OF-BUILDING,                           295.64,   1891476.58,    5778046.58, 38 05 54.26161 S, 176 19 25.96075 E, 24/09/2024   , LiDAR-2024, blackmaps
NZRO18    , TOP-OF-BUILDING,                           296.16,   1891432.74,    5777963.23, 38 05 57.01224 S, 176 19 24.28631 E, 24/09/2024   , LiDAR-2024, blackmaps
NZRO20163 , TOP-OF-BUILDING,                           296.59,   1891476.45,    5778045.78, 38 05 54.28774 S, 176 19 25.95660 E, 24/09/2024   , LiDAR-2024, blackmaps
NZRO20164 , TOP-OF-BUILDING,                           335.07,   1889514.15,    5773570.45, 38 08 21.52179 S, 176 18 12.05835 E, 24/09/2024   , LiDAR-2024, blackmaps
NZRO20165 , TOP-OF-BUILDING,                           338.56,   1889726.71,    5773478.87, 38 08 24.24262 S, 176 18 20.91002 E, 24/09/2024   , LiDAR-2024, blackmaps
NZRO20166 , TOP-OF-BUILDING,                           339.41,   1889681.84,    5773466.88, 38 08 24.68271 S, 176 18 19.08729 E, 24/09/2024   , LiDAR-2024, blackmaps
NZRO20167 , TOP-OF-BUILDING,                           338.06,   1889693.24,    5773421.93, 38 08 26.12558 S, 176 18 19.62044 E, 24/09/2024   , LiDAR-2024, blackmaps
NZRO20168 , TOP-OF-BUILDING,                           338.44,   1889742.08,    5773746.06, 38 08 15.57000 S, 176 18 21.14964 E, 24/09/2024   , LiDAR-2024, blackmaps
NZRO20169 , TOP-OF-BUILDING,                           336.26,   1889708.76,    5773804.16, 38 08 13.72675 S, 176 18 19.69786 E, 24/09/2024   , LiDAR-2024, blackmaps
NZRO20170 , TOP-OF-BUILDING,                           336.78,   1889758.57,    5773836   , 38 08 12.63792 S, 176 18 21.69399 E, 24/09/2024   , LiDAR-2024, blackmaps
NZRO20171 , TOP-OF-BUILDING,                           334.6 ,   1889752.9 ,    5773893.98, 38 08 10.76617 S, 176 18 21.37687 E, 24/09/2024   , LiDAR-2024, blackmaps
NZRO20172 , TOP-OF-BUILDING,                           333.7 ,   1889680.66,    5773853.04, 38 08 12.17585 S, 176 18 18.47394 E, 24/09/2024   , LiDAR-2024, blackmaps
NZRO20173 , TOP-OF-BUILDING,                           334.07,   1889709.15,    5773871.4 , 38 08 11.54806 S, 176 18 19.61573 E, 24/09/2024   , LiDAR-2024, blackmaps
NZRO20174 , TOP-OF-BUILDING,                           292.1 ,   1891390.2 ,    5777976.66, 38 05 56.62663 S, 176 19 22.52261 E, 24/09/2024   , LiDAR-2024, blackmaps
NZRO20175 , TOP-OF-BUILDING,                           292.11,   1891393.27,    5777983.29, 38 05 56.40834 S, 176 19 22.63891 E, 24/09/2024   , LiDAR-2024, blackmaps
NZRO20176 , TOP-OF-BUILDING,                           294.81,   1891455.41,    5777977.93, 38 05 56.50991 S, 176 19 25.19384 E, 24/09/2024   , LiDAR-2024, blackmaps
NZRO20177 , TOP-OF-BUILDING,                           296.56,   1891420.61,    5777874.86, 38 05 59.88885 S, 176 19 23.91878 E, 24/09/2024   , LiDAR-2024, blackmaps
NZRO20178 , TOP-OF-BUILDING,                           298.23,   1891532.12,    5778143.75, 38 05 51.04976 S, 176 19 28.09454 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20179 , TOP-OF-BUILDING,                           441.52,   1889136.02,    5771483.11, 38 09 29.57045 S, 176 17 59.59909 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20180 , TOP-OF-BUILDING,                           434.12,   1889043.71,    5771482.92, 38 09 29.68310 S, 176 17 55.81247 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20181 , TOP-OF-BUILDING,                           401.34,   1888976.27,    5771707.35, 38 09 22.49122 S, 176 17 52.71805 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20182 , TOP-OF-BUILDING,                           407.14,   1889117.33,    5771636.66, 38 09 24.61828 S, 176 17 58.60798 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20183 , TOP-OF-BUILDING,                           382.15,   1888681.22,    5772007.42, 38 09 13.11148 S, 176 17 40.17653 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20184 , TOP-OF-BUILDING,                           418.8 ,   1889036.43,    5771796.14, 38 09 19.54578 S, 176 17 55.05627 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20185 , TOP-OF-BUILDING,                           420.54,   1889058.23,    5771821.22, 38 09 18.70825 S, 176 17 55.91391 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20186 , TOP-OF-BUILDING,                           422.12,   1889087.66,    5771831.94, 38 09 18.32707 S, 176 17 57.10553 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20187 , TOP-OF-BUILDING,                           354.27,   1888949.67,    5772345.1 , 38 09 01.86407 S, 176 17 50.69566 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20188 , TOP-OF-BUILDING,                           357.98,   1888998.87,    5772338.24, 38 09 02.02955 S, 176 17 52.72383 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO87    , TOP-OF-BUILDING,                           296.24,   1891406.43,    5777976.44, 38 05 56.61501 S, 176 19 23.18840 E, 24/09/2024   , LiDAR-2024, blackmaps
NZRO108   , TREE           ,                           313.74,   1891732.65,    5779197.75, 38 05 16.67664 S, 176 19 34.76489 E, 18/10/2023   , LiDAR-2023, Interpine
NZRO109   , TREE           ,                           314.76,   1891795.95,    5779251.15, 38 05 14.87343 S, 176 19 37.28065 E, 18/10/2023   , LiDAR-2023, Interpine
NZRO110   , TREE           ,                           315.38,   1891777.05,    5779291.95, 38 05 13.57383 S, 176 19 36.44611 E, 18/10/2023   , LiDAR-2023, Interpine
NZRO111   , TREE           ,                           316.52,   1891779.75,    5779347.15, 38 05 11.78270 S, 176 19 36.47565 E, 18/10/2023   , LiDAR-2023, Interpine
NZRO112   , TREE           ,                           313.79,   1891766.25,    5779216.05, 38 05 16.04486 S, 176 19 36.11504 E, 18/10/2023   , LiDAR-2023, Interpine
NZRO113   , TREE           ,                           314.79,   1891798.95,    5779222.65, 38 05 15.79310 S, 176 19 37.44549 E, 18/10/2023   , LiDAR-2023, Interpine
NZRO114   , TREE           ,                           313.61,   1891749.75,    5779203.45, 38 05 16.47215 S, 176 19 35.45733 E, 18/10/2023   , LiDAR-2023, Interpine
NZRO115   , TREE           ,                           311.96,   1891711.65,    5779135.35, 38 05 18.72224 S, 176 19 33.99593 E, 18/10/2023   , LiDAR-2023, Interpine
NZRO116   , TREE           ,                           314.03,   1891750.05,    5779212.45, 38 05 16.18028 S, 176 19 35.45640 E, 18/10/2023   , LiDAR-2023, Interpine
NZRO117   , TREE           ,                           311.4 ,   1891672.35,    5779144.65, 38 05 18.46663 S, 176 19 32.37161 E, 18/10/2023   , LiDAR-2023, Interpine
NZRO118   , TREE           ,                           311.42,   1891690.35,    5779124.85, 38 05 19.08708 S, 176 19 33.13840 E, 18/10/2023   , LiDAR-2023, Interpine
NZRO119   , TREE           ,                           311.94,   1891688.85,    5779148.55, 38 05 18.32115 S, 176 19 33.04211 E, 18/10/2023   , LiDAR-2023, Interpine
NZRO120   , TREE           ,                           312.22,   1891702.35,    5779111.65, 38 05 19.50071 S, 176 19 33.64960 E, 18/10/2023   , LiDAR-2023, Interpine
NZRO121   , TREE           ,                           314.66,   1891758.15,    5779251.15, 38 05 14.91734 S, 176 19 35.73149 E, 18/10/2023   , LiDAR-2023, Interpine
NZRO122   , TREE           ,                           317.07,   1891810.35,    5779336.05, 38 05 12.10670 S, 176 19 37.74603 E, 18/10/2023   , LiDAR-2023, Interpine
NZRO123   , TREE           ,                           313.79,   1891788.15,    5779200.75, 38 05 16.51501 S, 176 19 37.03505 E, 18/10/2023   , LiDAR-2023, Interpine
NZRO124   , TREE           ,                           313.65,   1891771.65,    5779179.75, 38 05 17.21439 S, 176 19 36.38969 E, 18/10/2023   , LiDAR-2023, Interpine
NZRO12564 , TREE           ,                           343.39,   1889630.02,    5774022.65, 38 08 06.74023 S, 176 18 16.14930 E, 24/09/2024   , LiDAR-2024, blackmaps
NZRO13275 , TREE           ,                           290.71,   1891318.84,    5778120.21, 38 05 52.05976 S, 176 19 19.38714 E, 24/09/2024   , LiDAR-2024, blackmaps
NZRO13278 , TREE           ,                           291.38,   1891228.13,    5778049.6 , 38 05 54.45213 S, 176 19 15.77237 E, 24/09/2024   , LiDAR-2024, blackmaps
NZRO13290 , TREE           ,                           290.82,   1891285.51,    5778123.16, 38 05 52.00290 S, 176 19 18.01669 E, 24/09/2024   , LiDAR-2024, blackmaps
NZRO135   , TREE           ,                           380.73,   1893579.69,    5781711.03, 38 03 53.11838 S, 176 20 46.74739 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO139   , TREE           ,                           376.07,   1893572.19,    5781662.12, 38 03 54.71136 S, 176 20 46.51235 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO14705 , TREE           ,                           336.38,   1892646.59,    5779214.84, 38 05 15.06004 S, 176 20 12.19568 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO14815 , TREE           ,                           331.72,   1892458.33,    5779091.29, 38 05 19.28118 S, 176 20 04.66228 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO15    , TREE           ,                           298.82,   1891335.08,    5777842.26, 38 06 01.04393 S, 176 19 20.46055 E, 24/09/2024   , LiDAR-2024, blackmaps
NZRO15007 , TREE           ,                           523.53,   1888618.62,    5771006.9 , 38 09 45.59225 S, 176 17 39.06813 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO15023 , TREE           ,                           516.67,   1888837.29,    5771095.17, 38 09 42.48102 S, 176 17 47.91046 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO15027 , TREE           ,                           511.53,   1888848.77,    5771195.56, 38 09 39.21598 S, 176 17 48.23485 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO15030 , TREE           ,                           465.26,   1888907.24,    5771301.19, 38 09 35.72703 S, 176 17 50.47934 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO15032 , TREE           ,                           552.35,   1888456.39,    5771132.1 , 38 09 41.72362 S, 176 17 32.22984 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO15033 , TREE           ,                           556.82,   1888471.09,    5771113.8 , 38 09 42.29947 S, 176 17 32.85961 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO15037 , TREE           ,                           566.34,   1888577.46,    5771104.18, 38 09 42.48858 S, 176 17 37.23757 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO153   , TREE           ,                           302.65,   1891645.27,    5778372.41, 38 05 43.51182 S, 176 19 32.39637 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO155   , TREE           ,                           291.87,   1891304.31,    5778119.48, 38 05 52.10016 S, 176 19 18.79255 E, 24/09/2024   , LiDAR-2024, blackmaps
NZRO156   , TREE           ,                           300.19,   1891471.03,    5778348.04, 38 05 44.50338 S, 176 19 25.29049 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO158   , TREE           ,                           306.82,   1891358.15,    5777856.03, 38 06 00.57113 S, 176 19 21.38634 E, 24/09/2024   , LiDAR-2024, blackmaps
NZRO159   , TREE           ,                           300.47,   1891576.13,    5778266.18, 38 05 47.03301 S, 176 19 29.71857 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO16032 , TREE           ,                           433.57,   1889135.4 ,    5771805.27, 38 09 19.13587 S, 176 17 59.10289 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO16037 , TREE           ,                           411.45,   1888761.15,    5771550.95, 38 09 27.80527 S, 176 17 44.12149 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO16038 , TREE           ,                           416.17,   1888796.03,    5771539.81, 38 09 28.12592 S, 176 17 45.56866 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO16043 , TREE           ,                           410.02,   1888726.39,    5771582.73, 38 09 26.81592 S, 176 17 42.64914 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO16044 , TREE           ,                           406.19,   1888720.97,    5771588.9 , 38 09 26.62230 S, 176 17 42.41779 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO16056 , TREE           ,                           456.54,   1888933.95,    5771300.57, 38 09 35.71632 S, 176 17 51.57602 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO167   , TREE           ,                           305.2 ,   1891412.6 ,    5777908.46, 38 05 58.80968 S, 176 19 23.54105 E, 24/09/2024   , LiDAR-2024, blackmaps
NZRO168   , TREE           ,                           310.25,   1891692.73,    5778397.36, 38 05 42.64854 S, 176 19 34.30497 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO170   , TREE           ,                           299.97,   1891579.42,    5778287.85, 38 05 46.32728 S, 176 19 29.82158 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO171   , TREE           ,                           315.72,   1891817.19,    5778478.99, 38 05 39.85987 S, 176 19 39.28622 E, 2/07/2022    , LiDAR-2022, LINZ
